"department","region","education","gender","recruitment_channel","no_of_trainings","age","previous_year_rating","length_of_service","awards_won.","avg_training_score","is_promoted"
"Analytics","region_11","Bachelor","m","sourcing",1,29,"3",3,0,88,"No"
"Procurement","region_20","Bachelor","m","sourcing",1,37,"4",3,0,68,"No"
"Sales & Marketing","region_4","Master_and_above","m","other",1,52,"4",10,0,48,"No"
"Technology","region_24","Bachelor","m","other",1,45,"3",17,0,81,"No"
"Procurement","region_2","Master_and_above","f","other",1,34,"3",2,0,70,"No"
"Technology","region_2","Below_Secondary","f","referred",1,24,"3",2,0,81,"No"
"Operations","region_25","Master_and_above","f","other",1,35,"4",4,0,60,"No"
"Analytics","region_21","Bachelor","m","sourcing",2,37,"3",9,0,86,"No"
"HR","region_14","Bachelor","m","other",1,34,"4",9,0,49,"No"
"Procurement","region_11","Master_and_above","m","sourcing",2,34,"3",10,0,72,"No"
"HR","region_22","Bachelor","f","other",1,30,"2",3,0,50,"No"
"HR","region_13","Bachelor","m","other",1,27,"3",3,0,50,"No"
"Operations","region_22","Bachelor","m","other",3,42,"4",13,0,60,"No"
"Sales & Marketing","region_24","Bachelor","m","other",1,30,"3",4,0,47,"No"
"Procurement","region_7","Master_and_above","f","sourcing",1,45,"3",3,0,69,"No"
"R&D","region_22","Master_and_above","m","other",2,33,"3",5,0,90,"No"
"Operations","region_22","Master_and_above","m","sourcing",1,32,"2",3,0,58,"No"
"Sales & Marketing","region_15","Bachelor","m","sourcing",2,34,"1",5,0,52,"No"
"Sales & Marketing","region_7","Master_and_above","m","other",1,40,"2",6,0,51,"No"
"Sales & Marketing","region_23","Bachelor","m","other",4,31,"1",4,0,54,"No"
"Operations","region_15","Bachelor","m","other",1,34,"1",2,0,65,"No"
"Operations","region_2","Master_and_above","m","other",1,58,"3",29,0,61,"No"
"Procurement","region_11","Bachelor","f","sourcing",1,33,"4",6,0,72,"No"
"Sales & Marketing","region_21","Bachelor","f","other",1,28,"No_Rating",1,0,52,"No"
"HR","region_2","Bachelor","m","other",1,31,"5",5,0,47,"No"
"Procurement","region_2","Bachelor","f","other",1,57,"3",15,0,69,"No"
"Technology","region_31","Bachelor","m","other",1,38,"4",14,0,78,"No"
"Technology","region_24","Bachelor","m","sourcing",1,29,"No_Rating",1,0,81,"No"
"Sales & Marketing","region_15","No_Education","m","other",1,33,"1",2,0,54,"No"
"Operations","region_2","Master_and_above","m","sourcing",1,40,"3",3,0,58,"No"
"Finance","region_29","Bachelor","m","other",1,26,"3",2,0,61,"No"
"Sales & Marketing","region_23","Bachelor","m","sourcing",1,43,"4",13,0,45,"No"
"Operations","region_16","Bachelor","f","other",1,36,"2",7,0,60,"No"
"Operations","region_30","Master_and_above","f","sourcing",1,44,"5",6,0,59,"No"
"Operations","region_22","No_Education","m","sourcing",1,25,"No_Rating",1,0,61,"No"
"Technology","region_7","Master_and_above","f","sourcing",1,33,"1",9,0,78,"No"
"Procurement","region_2","Bachelor","f","other",1,31,"4",3,0,70,"No"
"Operations","region_8","Bachelor","m","other",1,28,"4",1,0,57,"No"
"Finance","region_26","Bachelor","f","other",1,27,"No_Rating",1,0,59,"No"
"Analytics","region_2","Bachelor","m","other",2,32,"4",5,0,82,"No"
"Technology","region_24","Bachelor","m","other",1,27,"3",3,0,78,"No"
"Sales & Marketing","region_13","Bachelor","m","other",1,28,"5",4,0,48,"No"
"Sales & Marketing","region_13","Bachelor","m","sourcing",1,26,"5",2,0,45,"No"
"Technology","region_4","Bachelor","f","sourcing",1,33,"3",7,0,82,"No"
"Sales & Marketing","region_2","Master_and_above","m","sourcing",2,46,"2",12,0,48,"No"
"Procurement","region_17","Bachelor","m","sourcing",1,36,"3",4,0,70,"No"
"Operations","region_26","Bachelor","f","other",1,26,"1",4,0,55,"No"
"Finance","region_2","Master_and_above","f","other",1,55,"3",10,0,61,"No"
"Legal","region_22","Bachelor","m","sourcing",1,31,"2",8,0,62,"No"
"Analytics","region_15","Bachelor","f","sourcing",1,28,"3",5,0,84,"No"
"Operations","region_2","Master_and_above","m","other",1,34,"2",5,0,55,"No"
"Analytics","region_26","Bachelor","m","sourcing",1,37,"4",4,0,88,"No"
"Analytics","region_26","Bachelor","m","other",1,28,"No_Rating",1,0,86,"No"
"Technology","region_21","Bachelor","m","sourcing",2,35,"1",3,0,77,"No"
"Operations","region_8","Bachelor","m","other",1,43,"4",13,0,62,"No"
"Technology","region_22","Bachelor","f","other",1,25,"1",2,0,80,"No"
"Sales & Marketing","region_32","Bachelor","m","sourcing",2,29,"2",4,0,47,"No"
"Analytics","region_22","Master_and_above","m","other",1,34,"2",3,0,83,"No"
"Operations","region_16","Bachelor","m","other",1,42,"5",12,0,58,"No"
"Operations","region_31","Bachelor","f","sourcing",1,27,"4",3,0,61,"No"
"Sales & Marketing","region_3","Bachelor","m","other",1,27,"5",3,0,46,"No"
"Operations","region_3","Master_and_above","m","sourcing",1,37,"2",8,0,58,"No"
"Procurement","region_22","Bachelor","m","other",2,27,"No_Rating",1,0,72,"No"
"Operations","region_27","Bachelor","m","sourcing",1,40,"4",2,0,59,"No"
"Sales & Marketing","region_5","Bachelor","m","sourcing",1,26,"5",3,0,50,"No"
"Sales & Marketing","region_21","Bachelor","m","sourcing",1,31,"3",3,0,48,"No"
"Procurement","region_5","Bachelor","m","other",5,30,"3",1,0,68,"No"
"Technology","region_5","Bachelor","m","other",2,34,"3",7,0,81,"No"
"Sales & Marketing","region_11","Bachelor","m","other",1,38,"4",10,0,47,"No"
"Technology","region_2","Master_and_above","m","sourcing",1,40,"3",3,0,79,"No"
"Operations","region_22","Master_and_above","m","sourcing",1,37,"1",7,0,58,"No"
"Operations","region_22","Bachelor","f","referred",1,34,"5",3,0,62,"No"
"Sales & Marketing","region_9","Master_and_above","m","sourcing",1,29,"3",5,1,50,"Yes"
"Sales & Marketing","region_26","Bachelor","m","sourcing",2,29,"1",2,0,45,"No"
"Sales & Marketing","region_12","Bachelor","m","sourcing",1,31,"3",3,0,48,"No"
"Operations","region_7","Bachelor","m","other",1,34,"3",6,0,58,"No"
"Technology","region_2","Master_and_above","m","sourcing",1,56,"1",24,0,77,"No"
"Technology","region_26","Below_Secondary","m","other",1,24,"2",4,0,77,"No"
"Analytics","region_9","Bachelor","m","sourcing",2,26,"3",1,0,82,"No"
"Operations","region_2","Bachelor","f","sourcing",1,52,"3",22,0,61,"No"
"Technology","region_2","Bachelor","m","sourcing",1,47,"1",6,0,80,"No"
"HR","region_2","Bachelor","f","other",1,30,"3",2,0,49,"No"
"HR","region_2","Master_and_above","m","sourcing",1,57,"3",29,0,52,"No"
"Procurement","region_23","Master_and_above","m","other",1,36,"5",4,0,68,"No"
"Procurement","region_7","Bachelor","f","other",1,29,"3",5,0,66,"No"
"Operations","region_22","Below_Secondary","m","other",1,25,"No_Rating",1,0,55,"No"
"Procurement","region_11","Master_and_above","m","sourcing",1,33,"3",3,0,69,"No"
"Analytics","region_26","Bachelor","m","sourcing",1,31,"5",2,1,83,"No"
"Sales & Marketing","region_31","No_Education","m","sourcing",1,29,"3",2,0,46,"No"
"HR","region_26","Bachelor","m","other",1,32,"5",7,0,46,"No"
"Legal","region_22","Bachelor","m","other",1,32,"5",5,0,58,"No"
"Sales & Marketing","region_22","No_Education","m","sourcing",3,23,"3",2,0,52,"No"
"Legal","region_2","Master_and_above","m","other",1,58,"4",3,0,58,"No"
"HR","region_2","Master_and_above","m","other",2,52,"3",15,0,45,"No"
"Technology","region_2","Bachelor","f","other",1,38,"2",3,0,77,"No"
"Sales & Marketing","region_1","Bachelor","m","sourcing",1,37,"3",9,0,44,"No"
"Analytics","region_22","Bachelor","m","other",1,31,"4",4,0,83,"No"
"Sales & Marketing","region_7","Bachelor","m","other",1,49,"3",4,0,50,"No"
"R&D","region_16","Bachelor","m","other",1,29,"3",4,0,83,"No"
"Operations","region_3","Master_and_above","m","sourcing",1,32,"4",7,0,60,"No"
"Analytics","region_6","Bachelor","m","sourcing",1,33,"5",5,0,85,"No"
"Procurement","region_13","Master_and_above","f","sourcing",1,45,"5",13,0,67,"No"
"HR","region_4","Bachelor","m","other",1,27,"No_Rating",1,0,53,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",2,30,"5",2,1,46,"No"
"Operations","region_7","Bachelor","f","sourcing",1,35,"5",6,0,56,"No"
"Sales & Marketing","region_4","Bachelor","m","other",2,25,"3",2,0,51,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",4,29,"4",6,0,46,"No"
"Operations","region_15","Bachelor","m","other",1,51,"4",17,0,60,"No"
"Operations","region_34","Bachelor","f","other",1,27,"3",6,0,61,"No"
"Analytics","region_31","Bachelor","m","sourcing",2,29,"5",2,0,83,"No"
"Operations","region_4","Master_and_above","f","other",1,40,"5",5,0,64,"No"
"Legal","region_13","Master_and_above","m","other",1,38,"5",2,0,57,"No"
"Finance","region_11","Bachelor","m","sourcing",1,34,"1",9,0,60,"No"
"Finance","region_22","Bachelor","m","other",2,31,"4",4,0,60,"No"
"Sales & Marketing","region_15","Bachelor","m","sourcing",1,26,"3",3,0,47,"No"
"Operations","region_27","Master_and_above","f","other",1,45,"5",16,0,57,"No"
"Analytics","region_2","Master_and_above","m","sourcing",1,40,"4",6,0,86,"No"
"Analytics","region_32","Bachelor","f","other",1,28,"1",5,0,82,"No"
"Operations","region_15","Bachelor","m","referred",2,34,"5",6,0,62,"No"
"Procurement","region_2","Master_and_above","f","other",1,42,"3",9,0,70,"No"
"Sales & Marketing","region_25","Bachelor","m","sourcing",1,26,"5",2,0,45,"No"
"Technology","region_22","Bachelor","m","other",1,30,"3",5,0,81,"No"
"Sales & Marketing","region_4","Bachelor","m","other",1,47,"3",7,1,50,"Yes"
"Operations","region_2","Bachelor","m","other",1,28,"No_Rating",1,0,64,"No"
"HR","region_2","Bachelor","m","other",1,54,"4",4,0,48,"No"
"Legal","region_25","Bachelor","m","other",1,32,"3",3,0,59,"No"
"Sales & Marketing","region_12","No_Education","m","sourcing",1,39,"4",10,0,53,"No"
"Sales & Marketing","region_3","Bachelor","m","other",1,41,"4",3,0,50,"No"
"Sales & Marketing","region_29","Bachelor","m","sourcing",1,29,"2",3,0,51,"No"
"Procurement","region_4","Bachelor","f","sourcing",1,35,"3",6,0,70,"No"
"Operations","region_4","Master_and_above","m","sourcing",1,45,"4",13,0,58,"No"
"Procurement","region_31","Bachelor","m","other",2,41,"3",7,0,68,"No"
"Analytics","region_17","Bachelor","m","sourcing",1,32,"4",5,0,82,"No"
"Operations","region_31","Bachelor","f","sourcing",1,33,"4",6,0,63,"No"
"Technology","region_23","Bachelor","m","sourcing",1,26,"No_Rating",1,0,78,"No"
"Technology","region_11","Bachelor","m","other",1,33,"2",10,0,82,"Yes"
"HR","region_31","Master_and_above","f","sourcing",1,36,"1",8,0,55,"No"
"Analytics","region_23","Bachelor","m","other",1,32,"3",4,0,81,"No"
"Technology","region_2","Bachelor","f","other",1,45,"3",4,0,81,"No"
"Operations","region_5","Bachelor","m","other",1,28,"4",5,0,63,"No"
"Operations","region_31","Bachelor","f","other",2,34,"4",9,0,58,"No"
"Sales & Marketing","region_28","Bachelor","f","other",1,30,"3",4,0,49,"No"
"Sales & Marketing","region_6","Bachelor","m","sourcing",1,33,"1",8,0,47,"No"
"Sales & Marketing","region_2","Bachelor","m","other",1,37,"5",3,0,45,"No"
"Sales & Marketing","region_31","Bachelor","m","sourcing",1,37,"5",7,0,55,"No"
"Technology","region_2","Bachelor","f","other",1,29,"1",4,1,82,"Yes"
"Technology","region_2","Master_and_above","m","sourcing",1,34,"3",6,0,75,"No"
"Procurement","region_20","Master_and_above","m","sourcing",1,38,"3",5,0,71,"No"
"Sales & Marketing","region_32","Bachelor","f","sourcing",1,28,"5",3,0,53,"No"
"Procurement","region_22","Master_and_above","m","sourcing",1,38,"3",4,0,68,"No"
"Procurement","region_26","Bachelor","f","sourcing",1,33,"3",7,0,70,"No"
"Sales & Marketing","region_8","Bachelor","m","sourcing",1,27,"2",4,0,52,"No"
"Analytics","region_2","Bachelor","m","other",1,40,"4",3,0,85,"No"
"Sales & Marketing","region_16","Bachelor","m","other",1,40,"2",12,0,50,"No"
"Analytics","region_31","Bachelor","m","sourcing",2,28,"1",5,0,84,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",1,24,"5",2,0,48,"No"
"Sales & Marketing","region_29","Bachelor","m","sourcing",1,26,"No_Rating",1,0,52,"No"
"Analytics","region_22","Bachelor","m","sourcing",3,27,"No_Rating",1,0,88,"No"
"Operations","region_22","Master_and_above","m","sourcing",1,37,"3",10,0,57,"No"
"Finance","region_30","Bachelor","m","sourcing",3,26,"No_Rating",1,0,57,"No"
"Operations","region_15","Bachelor","m","other",1,43,"3",7,0,59,"No"
"Analytics","region_26","Bachelor","m","other",1,31,"1",4,0,85,"No"
"Procurement","region_31","Bachelor","f","sourcing",1,34,"3",8,0,75,"No"
"Sales & Marketing","region_22","Bachelor","m","other",1,45,"5",7,0,53,"No"
"Technology","region_27","Bachelor","f","sourcing",1,28,"5",2,0,79,"No"
"Procurement","region_17","Bachelor","f","other",1,29,"3",7,0,69,"No"
"Sales & Marketing","region_2","Bachelor","m","referred",1,33,"1",4,0,88,"Yes"
"Analytics","region_7","No_Education","m","other",2,34,"4",4,0,88,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,36,"5",3,0,59,"Yes"
"Sales & Marketing","region_30","Bachelor","m","other",1,29,"3",4,0,49,"No"
"HR","region_13","Bachelor","m","other",1,32,"3",7,0,50,"No"
"Sales & Marketing","region_32","Bachelor","m","other",1,32,"3",9,0,54,"No"
"Procurement","region_2","Master_and_above","f","sourcing",1,45,"4",5,0,70,"No"
"Technology","region_7","Bachelor","f","other",1,43,"3",13,0,75,"No"
"Operations","region_7","Master_and_above","f","other",1,48,"3",6,0,60,"No"
"Procurement","region_20","Bachelor","m","sourcing",1,27,"4",3,0,72,"No"
"Operations","region_29","Bachelor","m","other",1,26,"2",4,0,62,"No"
"Operations","region_30","Bachelor","m","other",1,30,"3",8,0,54,"No"
"Procurement","region_22","Bachelor","m","other",7,25,"No_Rating",1,0,71,"No"
"Sales & Marketing","region_8","Bachelor","m","other",1,32,"3",4,0,47,"No"
"Sales & Marketing","region_34","Bachelor","m","sourcing",1,28,"4",3,0,50,"No"
"Operations","region_22","Bachelor","m","sourcing",2,29,"5",5,0,64,"Yes"
"Finance","region_2","Bachelor","m","other",1,47,"3",7,0,58,"No"
"Sales & Marketing","region_13","Master_and_above","m","sourcing",1,47,"3",6,0,51,"No"
"Operations","region_32","No_Education","f","other",1,27,"5",3,0,61,"No"
"Procurement","region_2","Master_and_above","m","sourcing",2,36,"3",2,0,69,"No"
"Technology","region_20","Bachelor","m","other",1,33,"4",7,0,83,"No"
"Legal","region_2","Bachelor","f","other",1,30,"1",3,0,60,"No"
"Technology","region_31","Bachelor","m","sourcing",1,25,"No_Rating",1,0,84,"No"
"HR","region_22","Bachelor","f","other",1,29,"No_Rating",1,0,49,"No"
"Procurement","region_14","Bachelor","f","sourcing",1,29,"4",3,0,66,"No"
"Technology","region_2","Below_Secondary","f","sourcing",1,21,"3",2,0,76,"No"
"Operations","region_22","Bachelor","m","other",1,46,"1",4,0,63,"No"
"Procurement","region_2","Bachelor","f","other",1,51,"2",8,0,70,"No"
"Sales & Marketing","region_7","No_Education","m","sourcing",2,25,"3",3,0,48,"No"
"Sales & Marketing","region_19","Bachelor","m","other",2,38,"1",9,0,49,"No"
"Sales & Marketing","region_29","No_Education","m","sourcing",2,27,"No_Rating",1,0,48,"No"
"Analytics","region_31","Bachelor","m","sourcing",1,27,"No_Rating",1,0,85,"No"
"Operations","region_7","Master_and_above","f","sourcing",1,39,"5",3,0,58,"No"
"Sales & Marketing","region_11","Master_and_above","m","sourcing",1,46,"2",14,0,51,"No"
"Procurement","region_7","Bachelor","m","other",1,33,"3",3,0,66,"Yes"
"Legal","region_22","Bachelor","m","other",1,30,"4",2,0,59,"Yes"
"Analytics","region_23","Master_and_above","m","other",2,34,"5",8,0,79,"No"
"Procurement","region_2","Master_and_above","f","other",2,52,"2",7,0,75,"No"
"Finance","region_4","Bachelor","m","other",2,33,"5",7,1,71,"Yes"
"Procurement","region_2","Master_and_above","m","other",2,34,"5",7,0,68,"No"
"Sales & Marketing","region_4","Master_and_above","m","sourcing",1,47,"3",6,0,46,"No"
"Procurement","region_2","Bachelor","m","sourcing",1,33,"5",5,0,66,"Yes"
"Sales & Marketing","region_3","Bachelor","m","sourcing",1,31,"1",4,0,55,"No"
"Technology","region_22","Master_and_above","m","other",1,38,"3",10,0,76,"No"
"Operations","region_2","Bachelor","f","sourcing",1,27,"1",6,0,61,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,51,"1",3,0,53,"No"
"Sales & Marketing","region_5","Bachelor","m","sourcing",1,32,"3",7,0,46,"No"
"Procurement","region_17","Master_and_above","f","other",2,46,"3",2,0,69,"No"
"Operations","region_8","Master_and_above","m","sourcing",1,50,"5",3,0,60,"No"
"Technology","region_15","Bachelor","f","other",1,30,"5",6,0,81,"No"
"Technology","region_13","Master_and_above","f","other",1,30,"2",4,0,77,"No"
"Sales & Marketing","region_15","Bachelor","m","sourcing",2,35,"3",6,0,45,"No"
"Procurement","region_13","Bachelor","m","sourcing",1,27,"4",3,0,71,"No"
"Technology","region_2","Master_and_above","m","other",1,41,"4",4,0,77,"No"
"R&D","region_7","Master_and_above","m","sourcing",1,34,"3",3,0,80,"No"
"Sales & Marketing","region_2","Bachelor","m","other",1,35,"4",7,0,48,"No"
"Operations","region_7","Bachelor","f","other",1,30,"2",5,0,57,"No"
"Operations","region_2","Bachelor","f","sourcing",1,23,"No_Rating",1,0,58,"No"
"Finance","region_2","Bachelor","m","other",3,30,"4",3,0,63,"No"
"Legal","region_22","No_Education","m","sourcing",1,33,"3",4,0,59,"No"
"Sales & Marketing","region_2","Master_and_above","f","sourcing",1,42,"5",3,0,51,"Yes"
"HR","region_2","Master_and_above","m","other",1,58,"5",15,0,49,"No"
"Operations","region_2","Bachelor","f","other",1,54,"5",16,0,63,"No"
"Procurement","region_2","Master_and_above","f","other",1,34,"1",9,0,70,"No"
"Sales & Marketing","region_15","Bachelor","m","other",1,46,"1",16,0,51,"No"
"Operations","region_26","Bachelor","f","other",1,33,"2",10,0,56,"No"
"Technology","region_2","Master_and_above","f","other",1,58,"3",7,0,80,"No"
"Technology","region_15","Master_and_above","m","sourcing",1,41,"2",11,0,79,"Yes"
"Operations","region_21","Bachelor","m","sourcing",1,34,"5",9,1,55,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,41,"5",3,0,54,"No"
"Operations","region_22","Master_and_above","m","other",1,39,"4",10,0,59,"No"
"Procurement","region_2","Bachelor","m","other",1,26,"4",4,0,69,"No"
"Legal","region_27","Bachelor","m","other",1,30,"5",2,0,59,"No"
"Operations","region_2","Master_and_above","f","sourcing",1,39,"5",8,0,62,"Yes"
"Sales & Marketing","region_28","Master_and_above","m","sourcing",1,34,"1",7,0,50,"No"
"Sales & Marketing","region_2","Bachelor","m","other",1,35,"4",7,0,47,"No"
"Operations","region_22","Master_and_above","m","other",2,47,"5",7,0,55,"No"
"Sales & Marketing","region_2","Master_and_above","m","sourcing",1,55,"3",7,0,52,"No"
"Finance","region_6","Bachelor","f","other",1,28,"3",2,0,57,"No"
"Sales & Marketing","region_34","Bachelor","m","sourcing",1,29,"3",2,0,46,"No"
"Sales & Marketing","region_25","Master_and_above","m","other",1,36,"1",2,0,49,"No"
"Sales & Marketing","region_22","No_Education","f","other",1,27,"3",5,0,50,"No"
"Sales & Marketing","region_4","Master_and_above","m","sourcing",1,51,"5",12,0,46,"No"
"Sales & Marketing","region_13","Bachelor","m","other",1,34,"5",10,0,47,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,25,"No_Rating",1,0,53,"No"
"Sales & Marketing","region_15","Bachelor","m","other",1,34,"5",9,0,51,"No"
"Operations","region_15","Master_and_above","m","other",1,34,"5",8,0,55,"No"
"Technology","region_16","Bachelor","m","sourcing",3,24,"No_Rating",1,0,82,"No"
"HR","region_17","Bachelor","m","other",1,27,"No_Rating",1,0,49,"No"
"Finance","region_28","Bachelor","f","other",1,25,"No_Rating",1,0,62,"No"
"Analytics","region_11","Bachelor","m","sourcing",1,32,"3",7,0,87,"No"
"Procurement","region_16","Bachelor","f","sourcing",1,38,"5",3,0,68,"No"
"Analytics","region_22","Bachelor","f","sourcing",1,32,"3",7,0,87,"No"
"Finance","region_7","Bachelor","f","sourcing",1,31,"3",6,0,60,"No"
"Sales & Marketing","region_2","Master_and_above","f","sourcing",1,42,"4",3,0,51,"No"
"Sales & Marketing","region_7","Master_and_above","f","sourcing",1,38,"3",9,0,51,"No"
"Sales & Marketing","region_17","Bachelor","m","sourcing",1,26,"3",2,0,50,"No"
"Sales & Marketing","region_15","Bachelor","m","other",1,22,"No_Rating",1,0,47,"No"
"Analytics","region_22","Master_and_above","m","sourcing",1,36,"5",7,0,88,"No"
"Procurement","region_2","Bachelor","f","sourcing",1,59,"3",15,0,67,"No"
"Procurement","region_11","Bachelor","m","other",2,28,"3",3,0,71,"No"
"Technology","region_26","Bachelor","m","other",1,44,"3",3,0,76,"No"
"Finance","region_12","Bachelor","m","other",1,31,"5",7,0,55,"No"
"Procurement","region_7","Master_and_above","m","other",1,46,"3",16,0,68,"No"
"Procurement","region_22","Bachelor","f","other",1,32,"3",7,0,69,"No"
"Sales & Marketing","region_22","Bachelor","f","other",3,27,"No_Rating",1,0,49,"No"
"Operations","region_13","Bachelor","m","other",2,24,"No_Rating",1,1,58,"Yes"
"Technology","region_28","Master_and_above","f","other",1,37,"4",10,0,81,"No"
"Operations","region_6","Bachelor","f","other",1,35,"3",7,0,58,"No"
"Finance","region_4","Master_and_above","m","other",1,37,"4",4,0,56,"No"
"Operations","region_15","Master_and_above","m","sourcing",1,49,"5",17,0,56,"No"
"Analytics","region_28","Master_and_above","m","sourcing",1,32,"5",3,0,87,"No"
"Technology","region_13","Bachelor","m","sourcing",1,50,"1",22,0,80,"No"
"Legal","region_2","Bachelor","m","other",1,54,"4",17,0,57,"No"
"Technology","region_2","Bachelor","m","sourcing",1,59,"1",12,0,77,"No"
"Technology","region_2","Master_and_above","f","other",1,38,"3",9,0,81,"No"
"R&D","region_29","Bachelor","m","sourcing",1,32,"1",2,0,84,"No"
"Technology","region_2","Bachelor","m","sourcing",1,43,"3",7,0,79,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,49,"4",7,0,48,"No"
"Procurement","region_15","Master_and_above","f","other",1,40,"4",8,0,73,"No"
"Operations","region_26","Bachelor","m","sourcing",1,39,"4",4,0,61,"No"
"Sales & Marketing","region_5","Master_and_above","m","other",2,30,"3",7,0,49,"No"
"Technology","region_26","Bachelor","m","sourcing",1,34,"2",4,1,80,"No"
"Analytics","region_22","Bachelor","m","referred",2,29,"2",7,0,81,"Yes"
"Sales & Marketing","region_20","Bachelor","f","other",1,34,"1",4,1,51,"No"
"Sales & Marketing","region_22","Bachelor","m","other",1,30,"3",7,0,51,"No"
"Operations","region_2","Bachelor","m","other",1,36,"3",5,0,56,"No"
"Sales & Marketing","region_31","Master_and_above","m","other",1,40,"1",9,0,50,"No"
"Sales & Marketing","region_31","Bachelor","f","other",1,28,"3",4,0,48,"No"
"Sales & Marketing","region_15","Bachelor","f","other",1,42,"5",4,0,49,"No"
"Procurement","region_2","Master_and_above","m","other",1,45,"2",7,0,71,"No"
"Sales & Marketing","region_6","Bachelor","f","other",1,28,"5",3,0,47,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",3,60,"1",9,0,49,"No"
"Legal","region_22","Bachelor","m","sourcing",1,33,"4",6,0,55,"No"
"Procurement","region_11","Bachelor","m","sourcing",1,28,"3",6,0,68,"No"
"Sales & Marketing","region_13","Bachelor","m","other",1,44,"1",15,0,48,"No"
"Legal","region_2","Master_and_above","m","other",1,41,"3",3,0,60,"No"
"Technology","region_2","Master_and_above","m","sourcing",1,42,"1",7,0,78,"No"
"Analytics","region_7","No_Education","m","other",1,29,"1",5,0,92,"No"
"Technology","region_26","Bachelor","m","referred",1,29,"3",7,0,74,"No"
"Technology","region_33","Master_and_above","m","other",1,38,"2",3,0,77,"No"
"Sales & Marketing","region_3","Bachelor","m","sourcing",1,29,"1",5,0,50,"No"
"Procurement","region_22","Master_and_above","m","sourcing",1,53,"3",7,0,73,"No"
"Analytics","region_7","Bachelor","m","sourcing",1,41,"3",3,0,88,"No"
"Sales & Marketing","region_13","Bachelor","m","other",1,38,"3",5,0,51,"No"
"Procurement","region_7","Bachelor","f","other",1,27,"1",3,0,69,"No"
"Operations","region_8","Bachelor","m","other",1,24,"1",3,0,57,"No"
"Technology","region_23","Master_and_above","m","other",1,49,"2",17,0,78,"Yes"
"HR","region_31","Bachelor","f","other",1,29,"5",8,0,49,"No"
"Procurement","region_7","Bachelor","m","sourcing",1,43,"3",3,0,70,"No"
"Sales & Marketing","region_23","Bachelor","m","sourcing",2,34,"3",8,0,50,"No"
"Procurement","region_28","Bachelor","f","sourcing",1,32,"3",6,0,71,"No"
"Sales & Marketing","region_22","No_Education","m","sourcing",1,30,"3",5,0,47,"No"
"Technology","region_22","Bachelor","m","sourcing",3,27,"No_Rating",1,0,80,"No"
"Analytics","region_11","Bachelor","m","sourcing",1,31,"3",7,0,82,"No"
"Procurement","region_17","Bachelor","f","other",1,40,"3",8,0,67,"No"
"Sales & Marketing","region_4","Bachelor","m","other",3,30,"3",5,0,45,"No"
"Sales & Marketing","region_27","Master_and_above","m","other",1,34,"5",5,0,55,"No"
"Analytics","region_2","Bachelor","m","other",1,36,"3",3,0,85,"No"
"Procurement","region_26","Bachelor","m","other",1,32,"1",4,0,74,"No"
"Analytics","region_25","Master_and_above","m","other",1,32,"2",5,0,85,"No"
"Procurement","region_2","Bachelor","m","other",1,31,"4",6,0,71,"Yes"
"Sales & Marketing","region_24","Bachelor","m","sourcing",1,30,"No_Rating",1,0,49,"No"
"Technology","region_13","Master_and_above","m","sourcing",2,33,"1",4,0,79,"No"
"Operations","region_22","Bachelor","m","referred",1,28,"4",2,0,59,"No"
"Sales & Marketing","region_23","Master_and_above","f","sourcing",1,32,"3",4,0,49,"No"
"Sales & Marketing","region_19","Bachelor","m","other",1,23,"1",2,0,50,"No"
"Analytics","region_31","Master_and_above","m","other",3,35,"3",3,0,82,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",1,54,"1",25,0,54,"No"
"Analytics","region_15","Bachelor","m","other",1,29,"1",6,0,88,"No"
"Procurement","region_11","Bachelor","m","other",1,36,"3",10,0,73,"No"
"HR","region_30","Bachelor","m","other",1,35,"5",5,0,51,"No"
"Sales & Marketing","region_2","Bachelor","f","sourcing",1,56,"3",5,0,44,"No"
"Operations","region_2","Bachelor","m","other",1,24,"No_Rating",1,0,57,"No"
"Analytics","region_22","Bachelor","m","referred",3,27,"5",3,0,86,"No"
"Technology","region_20","Master_and_above","m","other",1,39,"2",5,0,78,"No"
"Sales & Marketing","region_13","Master_and_above","m","sourcing",1,43,"5",3,0,49,"No"
"Operations","region_2","No_Education","m","other",1,46,"4",8,0,61,"No"
"Operations","region_13","Master_and_above","f","sourcing",1,43,"3",11,0,61,"No"
"Technology","region_16","Bachelor","f","sourcing",1,38,"3",9,0,81,"No"
"Sales & Marketing","region_22","No_Education","m","sourcing",1,26,"2",2,1,50,"No"
"Finance","region_2","Bachelor","m","sourcing",1,39,"3",10,0,57,"No"
"Legal","region_2","Bachelor","m","other",1,34,"3",9,0,62,"No"
"Analytics","region_2","Bachelor","m","other",2,30,"4",6,0,83,"No"
"Operations","region_21","Bachelor","m","other",1,40,"4",4,0,59,"No"
